,zoospore-A,zoospore-B,germinating cyst-A,germinating cyst-B,mycelia_48h-A,mycelia_48h-B,mycelia_96h-A,mycelia_96h-B,Early infection-A,Early infection-B,Late infection-A,Late infection-B
g2004,3113,2950,895,1172,2048,1595,1081,1527,1127,1614,446,756
g2005,1576,1097,198,209,661,551,618,786,606,518,405,888
g2006,123,44,23,46,285,330,369,449,249,206,143,246
g2007,415,337,558,440,1344,2077,666,520,572,726,127,219
g2008,4988,5724,8476,8326,10007,10443,10714,11917,11277,11536,1786,4053
g2009,132,170,4,14,38,28,64,103,54,72,22,51
g2010,74,44,16,16,68,65,191,231,150,159,67,146
g2011,23,16,7,17,23,11,9,10,12,10,4,6
g2012,44,74,25,26,58,42,338,411,316,326,107,168
g2013,4300,3684,252,477,935,1242,561,1035,747,608,336,860
g2014,706,664,322,442,688,627,561,740,542,623,354,676
g2015,25,7,0,1,12,16,56,50,61,41,64,156
g2016,91,72,177,193,332,307,338,296,370,293,52,146
g2017,913,242,343,329,2660,3348,654,312,1944,1766,372,722
g2018,25,18,3,2,12,20,7,13,8,12,6,5
g2019,7377,8847,1318,1170,2389,2393,970,869,1273,1268,536,1390
g2020,2613,2565,125,175,66,46,188,224,386,447,248,209
g2021,1190,1347,667,625,197,135,856,1658,897,1501,282,346
g2022,64,50,52,148,328,296,455,574,281,368,88,286
g2023,134,93,6,10,26,30,48,91,36,30,12,22
g2024,959,970,2061,2082,863,594,1758,1926,1563,1259,220,493
g2025,7,3,0,1,1,1,20,38,12,11,11,7
g2026,16,7,0,0,44,11,9,25,13,10,8,26
g2027,64,48,20,30,180,73,109,160,104,121,59,74
g2028,1214,708,1405,1583,2794,2204,5208,7705,4807,6863,2691,3498
g2029,5408,3127,14,31,106,78,49,93,104,116,2137,2711
g2030,23,14,1,0,2,0,25,43,26,26,16,17
g2031,496,672,863,807,402,334,750,1030,894,1123,178,404
g2032,340,213,180,198,180,145,192,267,195,244,65,148
g2033,1814,1721,896,804,220,146,840,1464,672,1438,216,340
g2034,301,311,166,138,88,74,464,727,428,484,117,235
g2035,150,105,94,162,133,166,237,385,185,272,75,154
g2036,458,500,531,641,575,542,1161,1194,937,1001,322,784
g2037,284,305,245,322,366,398,246,290,283,327,67,177
g2038,17,16,7,16,13,19,14,42,22,27,12,11
g2039,205,176,522,414,133,75,337,525,312,341,84,181
g2040,62,62,5,5,4,9,40,58,13,29,17,18
g2041,22498,25781,5375,4372,11499,15399,11335,16978,9081,12271,5841,8296
g2045,253,207,263,206,221,141,278,370,219,277,85,198
g2046,507,349,231,331,645,622,864,1143,825,863,273,680
g2047,685,580,535,458,296,318,321,406,321,377,58,145
g2048,965,1053,491,399,229,125,736,1198,469,900,136,312
g2049,939,924,1204,1112,507,408,719,672,650,613,95,191
g2050,1235,1259,525,568,139,76,810,1640,820,1117,120,345
g2051,246,267,580,675,1678,1622,2317,4022,2820,2848,782,2062
g2052,171,139,90,125,92,71,169,243,130,225,59,140
g2053,21,31,33,42,43,39,54,83,78,56,20,52
g2054,38,28,34,35,78,118,44,76,45,45,5,34
g2055,142,90,1317,1558,2179,1666,2735,2248,2295,2131,544,1271
g2056,39,45,180,182,277,209,230,253,245,212,39,103
g2057,69,57,91,83,125,133,36,41,47,36,7,35
g2058,243,217,212,253,269,200,285,474,346,300,102,243
g2059,402,379,337,298,287,232,506,871,569,544,256,415
g2060,555,631,363,425,397,311,336,684,374,310,166,278
g2061,612,567,606,849,332,200,2143,2739,1356,1972,386,793
g2062,61,41,1,10,80,38,70,99,62,130,95,179
g2063,111,98,109,118,5479,2622,689,406,678,772,63,411
g2064,3431,3585,1621,2232,2698,2722,1559,2149,1596,2091,742,1517
g2065,2182,991,1159,1030,992,1399,418,621,326,494,369,457
g2066,345,251,1188,1492,1313,1082,2319,2866,2127,2373,663,1268
g2067,8,10,1,1,0,4,4,2,5,9,2,2
g2068,354,67,56,78,152,95,348,175,1184,1546,49,121
g2069,80,32,31,40,75,89,14,11,57,55,5,36
g2070,190,130,386,447,1377,1649,743,966,763,1118,290,530
g2071,5,1,0,0,27,30,8,26,14,5,1,8
g2072,0,0,0,0,1,2,6,12,9,1,9,5
g2073,0,0,0,0,2,0,113,105,44,54,10,15
g2075,15,17,1,0,13,18,28,63,21,12,26,55
g2076,8,7,0,0,409,499,23,92,12,24,38,103
g2077,7,3,154,59,609,607,139,138,135,198,33,39
g2078,15,15,59,44,268,212,261,272,188,207,33,41
g2079,9,6,14,9,536,469,605,1275,250,262,45,126
g2080,46,70,47,54,229,166,302,605,167,227,46,90
g2081,1542,1474,438,422,961,974,795,977,1101,1072,293,760
g2082,35,34,120,166,204,189,339,499,294,484,79,135
g2083,282,164,153,163,458,271,77,83,237,118,14,26
g2084,9,5,207,134,827,600,38,28,56,49,5,9
g2085,16,8,16,29,153,122,248,220,286,235,51,84
g2086,128,51,22,31,1217,1363,561,404,278,503,68,86
g2087,27,16,3,1,6,18,25,60,23,16,10,17
g2088,37,20,33,21,26,38,41,40,25,51,13,67
g2089,12,3,0,4,0,3,17,28,12,7,3,12
g2090,32,14,2,6,2,0,69,24,92,69,16,8
g2091,12,6,1,1,1,1,13,14,38,41,4,2
g2092,171,101,4,0,13,20,10,9,1,6,0,0
g2093,158,93,6,19,1421,567,100,51,89,81,8,12
g2094,142,61,24,33,20,23,323,295,419,552,167,82
g2095,15,6,6,14,86,163,89,56,139,132,113,172
g2096,4,44,1,4,13,14,92,396,46,58,34,72
g2097,82,117,4,8,48,28,114,181,60,72,46,94
g2098,1076,1056,387,455,816,423,2160,2064,1728,1869,746,1204
g2099,1141,1074,918,993,493,355,970,1452,883,1174,275,567
g2100,1048,1096,313,319,870,1049,417,522,466,587,216,500
g2101,97,84,146,148,184,127,242,246,257,245,72,151
g2102,18,30,2,0,6,2,64,44,36,26,13,23
g2103,4,1,3,6,16,22,31,24,26,51,8,10
g2104,133,122,1317,1088,1523,1698,1349,899,704,1050,39,28
g2105,60,24,89,103,145,124,481,525,328,367,88,187
g2106,962,2088,216,155,723,612,454,502,247,360,383,481
g2107,69,79,1,1,10,18,13,28,5,11,5,3
g2108,48,56,88,96,189,258,433,329,430,430,65,111
g2109,68,128,154,103,103,126,157,76,279,373,5,16
g2110,6,9,6,5,36,73,177,212,131,217,7,23
g2111,49,38,220,87,444,521,52,63,142,154,10,18
g2112,0,0,10,16,159,88,392,409,196,233,7,16
g2113,5,9,19,10,31,14,782,1574,513,400,35,71
g2114,4,0,147,70,463,497,164,91,155,193,1,1
g2115,692,202,459,277,1004,1169,1011,1420,1061,1766,802,895
g2116,210,175,172,75,132,193,490,264,461,433,171,201
g2117,21,17,779,502,1539,995,739,372,608,1444,135,111
g2118,70,201,58,21,594,205,775,519,665,1233,46,99
g2119,57,35,2,2,19,18,254,454,199,175,136,270
g2123,73,40,2,4,10,0,33,48,58,52,12,16
g2124,28,17,0,0,3,3,45,81,148,174,30,35
g2125,16,7,14,3,58,72,60,98,142,176,26,55
g2129,6,5,9,3,24,24,50,66,87,75,10,28
g2130,199,251,67,84,60,37,344,284,307,229,56,119
g2131,35,18,63,109,27,16,1351,2069,1399,1371,821,688
g2132,2612,4229,12207,5023,2977,2785,1459,2975,5653,10034,596,1124
g2133,3781,8356,19985,7277,4072,3640,1937,4113,13017,24180,937,1898
g2134,1573,2478,9672,3692,2578,2394,2768,5832,10422,16058,1076,2091
g2135,2321,4095,11815,4755,3129,2988,2812,5993,14670,24296,1234,2469
g2136,3367,6467,18068,8017,3752,3533,2614,5561,12943,22168,1356,2484
g2150,2,5,4,5,5,6,69,105,50,43,20,53
g2151,34783,41886,58317,62173,25439,21285,13513,26700,24185,31733,4018,6617
g2152,72,81,31,28,34,22,178,200,135,159,49,76
g2153,8149,9463,4,1,3,4,1,12,5,4,1,2
g2154,122,184,36,34,59,43,39,18,21,12,2,9
g2155,361,247,2,7,13,5,60,91,57,25,15,32
g2156,65,55,1,1,1,0,7,11,5,1,1,0
g2157,58,51,16,29,6,4,22,24,15,25,1,6
g2158,177,166,81,96,40,24,111,163,122,131,20,39
g2159,167,161,60,69,112,97,122,174,102,134,50,94
g2160,1606,1362,596,674,847,696,949,1016,953,851,547,988
g2161,140,145,60,64,53,30,303,284,232,180,61,106
g2162,131,160,36,44,21,12,181,178,161,179,37,67
g2163,311,237,143,148,1054,1433,212,252,373,316,216,1237
g2164,1538,1630,222,230,810,1292,709,937,590,596,281,563
g2165,1125,1162,202,210,276,262,255,415,169,220,38,114
g2166,3469,3125,2492,2807,1948,1668,1354,2343,1232,1684,268,815
g2167,4,1,0,1,3,1,19,75,25,20,8,58
g2168,38,12,16,10,295,241,102,182,69,158,41,89
g2169,17,14,2,1,7,15,44,68,19,22,13,24
g2170,1081,656,167,124,669,564,187,349,235,363,180,475
g2171,356,174,80,72,232,178,338,523,266,313,175,306
g2172,63,40,7,7,96,66,150,243,178,240,49,77
g2173,2798,2749,7137,6103,5778,6994,4679,6235,9150,11209,1117,2313
g2174,819,530,332,310,94,56,896,669,596,875,94,155
g2175,84,25,31,81,19,16,210,277,286,208,95,195
g2176,304,161,10,3,8,4,197,370,523,852,268,223
g2177,25,19,1,5,10,6,257,382,250,245,117,198
g2178,39,41,70,84,60,28,102,121,104,91,47,63
g2179,1152,1006,244,298,346,313,278,546,247,308,94,157
g2180,51,46,46,47,38,37,181,274,294,313,62,114
g2182,1,0,0,0,0,0,16,24,11,7,5,6
g2203,0,0,0,0,0,1,0,0,0,0,0,0
g2204,37,25,7,11,15,34,15,23,18,25,9,21
g2205,60,59,41,47,121,117,100,124,123,75,24,104
g2206,635,557,1129,1147,1542,1225,2203,2677,2503,2530,1186,2302
g2207,1930,1694,376,514,603,561,526,1050,542,734,260,470
g2208,274,206,49,62,79,31,102,202,100,123,27,89
g2209,87,39,60,67,146,75,87,180,93,98,26,77
g2210,74,45,53,57,151,155,115,147,84,90,9,18
g2211,4624,4837,1891,1752,446,216,1782,3090,1574,3095,379,794
g2220,1952,1603,1199,1279,2050,2260,1307,2189,1242,1588,403,1132
g2221,116,91,31,66,73,63,53,191,33,49,17,56
g2222,89,88,129,163,144,88,120,202,119,137,51,125
g2223,246,200,357,335,625,487,406,614,442,466,141,306
g2224,134,134,143,209,129,110,591,616,493,440,102,164
g2225,133,85,74,74,270,382,56,85,70,83,17,59
g2226,7,4,0,0,4,0,12,20,13,8,5,9
g2227,6,496,0,0,8,7,529,345,146,158,29,45
g2228,5,326,0,0,2,6,766,455,195,252,34,53
g2229,177,126,77,55,11326,5715,1834,376,4721,13858,1450,2519
g2230,166,102,73,33,8684,4358,1531,315,3780,11254,1215,2054
g2231,202,150,340,427,244,221,442,613,292,332,198,211
g2232,0,0,0,0,1,0,3,3,12,13,15,17
g2233,258,357,107,116,171,115,458,611,371,365,136,225
g2234,1807,1904,591,582,257,134,509,968,431,773,135,295
g2235,62,46,0,0,4,3,30,55,9,7,7,15
g2236,354,332,160,198,221,159,340,397,323,335,78,237
g2237,599,669,404,358,796,861,629,751,434,543,102,287
g2238,4749,3302,3579,2274,3305,4000,3051,5049,3780,4793,1425,2122
g2239,19,25,10,24,65,38,266,237,195,130,82,168
g2240,4,0,0,0,0,0,17,9,19,10,2,5
g2242,36,46,17,23,27,11,1192,1303,1486,1446,332,771
g2243,27,33,3,28,68,60,12,12,11,11,2,7
g2244,219,152,51,85,98,49,105,149,95,77,25,52
g2245,163,166,243,318,181,163,361,465,344,383,75,165
g2246,35,31,85,118,169,145,110,134,110,75,25,52
g2247,33,30,13,30,19,16,9,9,9,6,2,1
g2248,1110,1105,323,422,112,71,676,961,832,897,166,295
g2249,387,459,18,16,211,135,1186,1169,847,1293,98,219
g2250,432,742,35,70,161,109,327,325,365,332,41,183
g2251,282,347,2,4,95,66,50,55,52,50,13,59
g2252,2830,2944,775,895,2216,2782,268,299,220,244,25,59
g2253,281,215,420,332,241,226,451,491,385,421,96,194
g2254,1499,1693,948,812,388,304,798,925,788,867,298,471
g2255,7,7,19,39,43,31,215,161,162,119,52,82
g2256,1114,806,413,263,1010,1156,1662,2049,2742,1819,2499,4300
g2257,12,4,0,1,2,1,7,10,0,12,3,1
g2258,512,333,562,645,551,386,407,589,393,531,103,199
g2259,553,481,312,394,424,269,315,549,340,486,127,348
g2260,190,226,73,86,81,71,57,73,65,59,16,43
g2261,295,267,200,225,124,94,430,568,432,527,204,367
g2262,161,137,81,131,99,71,315,441,350,197,157,233
g2263,11,12,3,13,2,3,292,258,141,177,28,71
g2264,70,68,34,52,177,231,47,24,37,54,8,29
g2265,1103,884,1971,1787,776,663,660,1022,956,1127,163,347
g2266,46,77,19,30,12,7,9,16,9,11,5,1
g2267,125,114,249,234,225,166,120,214,137,168,46,110
g2268,65,57,36,48,168,146,338,512,435,455,72,270
g2271,107,102,602,542,503,351,458,545,648,667,136,369
g2272,65,69,155,226,209,214,281,324,243,213,52,125
g2273,42,39,148,156,190,143,28,24,15,20,6,17
g2274,158,37,12,11,29,35,13,24,19,11,23,315
g2275,3769,2969,1205,1292,2566,1407,1149,1893,913,2421,1543,2978
g2279,2,1,1,0,6,11,3,5,7,3,3,1
g2280,38,29,19,25,41,34,13,13,19,13,12,11
g2281,84,61,41,55,263,343,158,64,172,173,40,132
g2282,1304,952,2333,1906,931,739,791,1195,926,1195,209,465
g2283,50,43,13,33,16,3,6,9,10,12,0,1
g2284,137,101,231,199,191,139,312,457,302,385,89,197
g2285,41,59,37,29,199,195,524,727,590,559,103,345
g2286,112,113,594,523,501,356,569,708,631,770,169,432
g2287,39,58,181,180,188,182,687,737,522,494,105,305
g2288,53,39,234,187,235,154,617,637,530,488,114,241
g2289,181,54,13,20,42,60,26,45,29,51,64,924
g2290,3701,2817,1206,1149,2568,1500,1931,3086,1572,3971,2349,4878
g2296,766,384,1225,845,2636,2953,440,438,704,705,142,343
g2297,535,147,206,178,585,751,218,259,259,281,66,119
g2298,7,2,16,8,37,66,34,33,64,43,18,28
g2299,2515,3124,1316,722,4622,6702,1821,2027,1978,2793,752,1126
g2300,783,567,305,299,626,616,496,670,631,644,205,495
g2301,213,212,31,58,77,97,61,107,48,55,14,19
g2302,1172,732,202,188,622,576,244,260,371,561,84,311
g2303,182,97,88,87,173,175,98,181,78,111,49,98
g2304,24,19,5,5,42,27,93,123,61,65,32,108
g2305,44,25,9,11,29,26,66,190,114,125,20,59
g2306,35,32,22,57,32,25,106,138,137,94,29,54
g2308,0,0,0,0,0,1,1,0,0,0,0,0
g2311,27,19,2,2,7,2,3,3,1,0,0,0
g2312,731,788,1996,2390,2476,2413,2293,2602,2175,2263,477,1412
g2313,45,23,65,80,41,42,151,179,106,93,20,48
g2314,918,718,213,260,454,385,269,510,326,328,72,250
g2315,337,305,101,135,197,230,137,221,137,178,47,84
g2316,2160,1992,802,898,258,159,996,1587,863,1403,245,460
g2317,194,190,209,257,233,197,630,611,543,473,134,300
g2318,77,83,231,202,141,105,806,747,630,622,307,738
g2319,325,341,2110,907,856,628,1714,1632,1221,1194,110,226
g2320,1073,804,225,318,508,360,360,618,376,473,99,322
g2321,1033,495,55,74,628,574,93,119,170,173,60,230
g2322,1013,791,363,397,526,464,436,575,407,481,164,385
g2323,292,219,193,298,1887,1706,1400,1486,1181,1347,329,739
g2324,17,34,18,29,14,8,136,149,87,92,18,36
g2332,12,5,4,4,5,12,82,98,66,53,11,17
g2333,2,0,1,1,0,0,101,79,131,77,47,112
g2334,9,7,0,1,0,1,558,411,773,484,383,943
g2340,0,0,0,0,1,0,305,188,173,151,91,217
g2341,79,79,28,65,45,31,677,792,563,515,90,202
g2342,53,36,0,1,84,65,5,10,9,12,2,7
g2343,659,503,265,492,1400,2217,99,297,642,1067,541,943
g2344,92,35,0,3,73,160,16,26,22,53,22,21
g2345,25,33,5,4,18,24,33,24,34,29,2,5
g2346,1,0,0,1,0,0,22,22,18,42,1,0
g2348,2,4,0,0,5,5,27,52,13,14,3,8
g2349,513,181,130,166,176,166,222,256,266,365,107,194
g2350,587,674,280,205,249,272,385,561,459,581,170,272
g2351,13,9,7,7,6,10,37,23,34,21,11,15
g2352,27,19,3,1,40,46,28,47,15,7,7,15
g2354,1,0,0,0,0,0,0,0,0,0,0,0
g2367,30,21,41,61,158,133,24,30,40,24,13,16
g2368,22,16,11,23,22,10,7,7,8,9,2,4
g2369,18,10,1,5,18,12,16,35,22,23,1,5
g2370,8,14,0,2,3,2,0,5,0,1,0,1
g2373,452,197,113,153,149,148,111,93,89,143,36,85
g2374,472,546,228,196,220,261,253,351,296,411,117,203
g2375,14,12,8,5,6,7,44,28,64,27,14,22
g2376,37,20,5,5,55,63,24,48,19,20,12,17
g2377,4453,4328,4724,4501,2720,2530,4598,6420,4201,4395,865,1842
g2378,2902,2632,4083,3137,2311,2012,2668,5036,2781,3604,682,1263
g2379,70,47,135,146,209,190,895,954,647,535,172,369
g2380,103,81,27,51,75,53,539,928,824,885,329,462
g2381,22,27,17,18,59,31,121,228,128,105,54,55
g2382,24,14,2,4,7,1,112,140,142,80,21,71
g2383,102,93,13,43,31,20,40,66,36,23,9,17
g2384,483,644,4,21,21,11,57,83,38,32,14,12
g2385,1284,767,249,275,312,163,591,987,680,814,115,208
g2386,47648,43116,55118,65310,54425,66053,69670,56011,79832,73172,17194,34036
g2387,208,172,216,237,265,171,877,1112,715,753,235,519
g2388,157,103,544,618,762,729,907,1168,791,836,263,634
g2389,46,64,75,68,119,131,148,122,143,128,20,84
g2390,468,353,610,527,583,565,858,1221,891,749,199,472
g2391,1818,1496,217,230,453,491,263,330,303,331,122,234
g2397,107,88,24,40,77,52,111,112,87,119,36,80
g2398,178,160,68,72,46,29,172,250,157,147,38,55
g2399,0,1,0,0,0,0,0,1,1,0,0,0
g2405,308,295,140,135,220,192,121,161,98,112,24,77
g2406,28,33,7,13,36,63,2,0,0,2,1,0
g2407,26,27,6,17,49,72,0,5,1,0,0,1
g2408,20,24,9,16,55,64,4,1,1,0,0,2
g2409,27,34,9,11,46,86,3,2,2,5,0,2
g2410,184,190,90,99,55,45,309,529,368,375,84,148
g2413,2312,4031,1044,696,581,397,1193,2873,1007,939,142,342
g2414,314,340,650,669,950,732,1943,3422,1398,1186,185,428
g2415,462,520,192,274,370,277,232,486,211,252,68,176
g2416,121,77,102,84,208,223,168,200,167,152,62,134
g2417,177,152,463,584,198,116,306,393,351,428,62,141
g2418,122,81,21,24,23,18,45,65,35,32,14,19
g2419,362,341,161,163,250,187,494,669,313,490,143,244
g2420,73,48,132,144,180,170,194,212,142,156,48,90
g2421,175,157,126,123,354,250,129,165,222,155,111,422
g2422,444,525,62,105,271,225,79,104,89,100,32,87
g2423,1062,980,487,574,148,90,317,597,360,435,54,99
g2424,517,524,783,850,557,442,3179,3258,3146,2694,486,1057
g2425,91,61,65,79,76,76,61,60,89,78,18,28
g2426,470,386,6531,6718,7781,7917,6930,9531,6978,11336,2594,4038
g2427,437,332,2530,2343,2553,2392,1420,1582,1476,1908,240,501
g2428,64,81,100,84,173,142,136,187,149,121,22,50
g2429,227,171,1259,1441,1569,1352,2341,2830,1942,1867,528,1122
g2430,5,2,12,31,86,72,343,482,330,331,126,279
g2431,3,3,1083,812,15593,14270,8872,1474,11185,10304,469,706
g2432,68,12,103,322,4670,3215,2199,776,2048,3401,177,195
g2440,1,0,0,0,0,0,3,0,1,2,1,0
g2441,300,63,3,1,82,75,6,16,23,26,2,1
g2442,5,10,135,134,5357,4541,993,630,1486,2272,197,193
g2443,1685,1416,597,596,274,239,540,1058,414,630,141,276
g2444,62,56,6,10,31,19,21,33,14,14,6,8
g2445,153,106,32,44,100,67,221,247,210,206,67,159
g2446,4,10,6,8,5,6,48,63,47,36,18,42
g2447,34,12,27,42,322,209,194,182,122,156,41,103
g2448,482,371,2921,2800,1525,1085,4762,9944,4110,4877,929,1822
g2449,1885,1446,54,85,8336,5723,6518,2376,11358,10706,3280,8362
g2450,581,561,888,769,321,262,1958,1968,1771,1389,203,422
g2451,360,355,503,445,300,335,498,693,407,393,109,261
g2452,230,164,66,75,334,399,98,184,116,82,54,128
g2473,2,0,0,0,0,0,19,15,33,14,13,13
g2479,0,1,0,0,0,0,0,0,0,0,0,0
g2480,0,1,0,1,0,2,4,29,14,14,3,5
g2494,25,11,205,212,387,330,255,191,295,195,36,109
g2495,222,207,230,199,309,224,567,499,477,440,85,171
g2496,135,113,260,300,458,344,1035,1340,787,636,223,474
g2497,48,47,117,135,252,160,335,346,244,243,48,141
g2498,2954,3202,4148,3747,4255,4025,2900,3516,3122,3394,593,1413
g2499,286,357,505,456,526,489,615,689,595,903,178,345
g2500,354,210,149,155,191,238,78,198,105,159,29,29
g2501,4897,3728,839,926,957,1030,1167,1862,1041,1664,445,606
g2502,346,326,303,324,188,162,450,506,372,371,90,205
g2503,105,128,88,102,153,115,179,297,177,184,62,117
g2504,75,83,23,39,70,42,104,140,83,59,14,35
g2505,150,124,1940,1650,819,692,1520,1861,2982,2678,181,575
g2506,49,30,231,353,478,497,721,889,493,629,114,233
g2507,54,69,60,73,193,172,338,211,251,200,63,172
g2508,121,67,114,384,825,911,2544,3888,850,1940,617,881
g2509,291,162,365,616,463,482,1630,2681,1141,1444,796,809
g2510,146,101,324,556,115,105,666,1087,500,685,236,251
g2511,382,326,608,968,239,186,842,1175,798,938,175,285
g2512,57,30,15,25,15,8,131,158,145,109,39,90
g2513,934,836,1268,1335,1724,2237,2111,3197,2205,3029,945,1416
g2514,641,468,1469,1623,1203,1280,1546,2259,1553,2438,485,1110
g2515,275,289,1171,1265,1078,940,1568,1965,1195,1037,238,492
g2516,1217,1233,701,699,879,776,1602,1713,1467,1269,430,1113
g2517,122,108,93,156,182,181,327,485,345,341,69,249
g2518,295,308,88,115,98,93,92,125,61,79,30,34
g2519,71,49,61,110,175,114,182,246,127,258,59,169
g2520,23,13,17,15,13,19,7,12,5,7,5,5
g2521,49,30,41,31,84,66,94,52,64,93,31,67
g2522,11,3,14,7,2,1,35,38,33,29,9,9
g2523,12,1,13,7,5,2,40,40,27,33,0,8
g2524,36,22,0,1,0,0,28,58,21,34,13,20
g2525,29,6,0,0,0,0,115,203,53,58,36,35
g2526,15,12,0,0,0,1,7,32,16,9,4,5
g2527,27,11,1,4,3,2,90,170,93,107,15,42
g2528,26,18,20,50,5,10,80,153,67,55,40,43
g2530,307,237,424,402,362,281,485,801,505,629,133,372
g2531,733,437,213,371,309,248,196,344,188,181,79,138
g2532,215,171,462,405,582,535,1156,1376,1286,1318,369,931
g2533,53,32,14,42,42,42,56,97,47,50,22,18
g2534,14,7,0,0,1,0,16,50,9,7,2,3
g2535,2451,1131,232,221,2102,2191,846,702,629,1268,561,858
g2536,401,371,307,265,162,142,465,488,386,368,101,261
g2537,261,178,229,249,431,383,342,549,454,501,185,436
g2538,94,112,56,47,61,31,262,212,225,184,92,141
g2539,88,58,5,7,7,1,3,4,1,1,4,3
g2540,86,91,335,335,206,150,545,854,474,410,73,212
g2541,5,3,21,20,82,60,222,208,194,165,56,149
g2544,1469,1283,12,8,22,15,20,41,88,139,10,35
g2545,122,108,3,22,21,15,72,95,121,97,52,52
g2546,517,586,120,243,448,346,566,683,695,688,319,799
g2547,755,824,317,300,405,416,286,456,347,342,79,199
g2548,14,16,0,0,3,2,5,20,13,10,3,7
g2549,33,16,4,4,15,7,10,18,15,5,2,3
g2550,49,31,89,100,139,82,636,533,425,408,96,235
g2551,267,192,59,99,239,127,232,337,176,219,49,133
g2552,2718,2091,853,953,1689,1996,1965,2614,1921,2665,966,1792
g2553,2202,2457,2414,2984,2378,2728,5109,6097,5393,4940,1000,2087
g2562,0,0,0,1,0,0,0,0,0,2,0,0
g2564,1,0,0,0,0,0,0,0,0,0,0,0
g2573,15838,13444,19314,21088,17248,22343,14138,16694,15712,15947,2666,5390
g2574,862,1047,1195,1102,1366,1010,971,1374,898,1176,312,689
g2575,18261,20369,10732,16808,21629,27275,16784,17064,15432,13889,5155,14268
g2576,2114,2074,870,1208,894,872,2240,3248,2091,2598,1321,1726
g2577,104,98,20,35,77,68,151,212,149,138,45,130
g2578,1885,1590,3379,3351,2745,2148,3296,5479,3219,3763,1079,2402
g2579,803,923,3350,3388,1249,1036,1564,2521,1886,2430,479,847
g2580,17,11,0,0,0,0,0,2,0,0,0,3
g2581,142,184,13,29,53,60,108,226,71,82,32,66
g2582,740,651,845,887,1817,1545,362,590,354,410,92,248
g2583,427,310,383,522,389,289,323,306,515,410,172,299
g2584,90,47,2,11,86,90,709,3193,1396,2429,349,412
g2585,4484,7007,1944,1263,2608,2540,1196,2057,1122,2263,397,489
g2586,385,373,470,487,147,95,1070,1832,939,1021,197,368
g2587,227,108,10,10,31,38,27,38,7,27,2,8
g2588,7189,6868,1259,1260,1742,1432,1446,1911,1618,1902,662,1639
g2589,184,127,551,509,474,416,1824,2411,2102,2396,387,864
g2590,125,116,10,21,111,87,123,224,118,242,59,103
g2591,123,76,11,6,80,74,38,71,48,43,17,33
g2592,215,216,55,46,40,45,34,68,34,44,11,14
g2593,280,192,58,71,349,393,238,308,170,227,52,94
g2594,137,150,110,100,329,230,235,95,334,300,106,325
g2595,9,2,2,5,88,66,256,259,283,490,271,683
g2596,56,21,126,233,137,104,137,276,124,198,27,94
g2597,159,127,238,256,486,632,712,1131,837,1121,177,321
g2598,4460,5944,8727,8083,6051,5784,6805,11543,6880,8965,1188,1893
g2599,31211,29035,48264,39685,27070,21004,24910,45482,28500,34391,6295,12915
g2600,52,15,1,4,391,321,13,22,74,66,415,1024
g2601,148,254,57,81,76,66,450,452,453,427,110,195
g2602,326,285,1050,1167,2014,2065,2518,3057,2266,1994,891,2039
g2603,1180,1321,288,424,630,782,1051,1094,1054,1169,645,839
g2604,386,443,155,226,217,206,709,752,594,705,245,311
g2605,816,596,404,405,531,512,976,2047,1207,1573,580,840
g2606,246,70,24,68,145,276,534,804,506,476,253,288
g2607,15,12,10,25,26,35,96,146,96,94,36,63
g2608,432,480,1473,1398,2186,1985,2291,2732,2536,2509,738,1970
g2609,497,282,188,244,263,194,737,792,635,763,259,543
g2610,155,133,1005,1143,1266,935,3317,3306,2818,2368,733,1537
g2611,24,22,85,86,126,64,438,371,297,220,112,215
